VNIN() (Iin=1.9e-06) X,VNIN() (Iin=1.9e-06) Y
1,2.954479944997667e-10
1.023059729842509,2.920994772291557e-10
1.046651210825427,2.887889145324741e-10
1.070786704986395,2.855158762446018e-10
1.095478757122332,2.822799370762084e-10
1.12074020130978,2.790806765585719e-10
1.146584167575622,2.759176789889225e-10
1.173024088721613,2.727905333763912e-10
1.200073707306289,2.696988333885527e-10
1.227747082787869,2.666421772986879e-10
1.256058598831886,2.636201679336351e-10
1.285022970787309,2.606324126221587e-10
1.314655253335082,2.576785231437578e-10
1.344970848313024,2.547581156784714e-10
1.375985512721172,2.518708107568688e-10
1.407715366911727,2.490162332107444e-10
1.44017690296786,2.461940121244477e-10
1.473386993275719,2.434037807866746e-10
1.507362899294123,2.406451766425658e-10
1.542122280526466,2.379178412470719e-10
1.57768320369952,2.352214202178526e-10
1.614064152153895,2.325555631898012e-10
1.651284035451041,2.299199237689767e-10
1.689362199201789,2.27314159487915e-10
1.728318435121529,2.247379317609297e-10
1.768172991317259,2.221909058404201e-10
1.808946582811855,2.196727507731039e-10
1.850660402311025,2.171831393569917e-10
1.893336131218546,2.147217480991499e-10
1.936995950905506,2.122882571732523e-10
1.98166255423942,2.098823503786487e-10
2.027359157379196,2.075037150984648e-10
2.074109511842097,2.05152042259663e-10
2.121937916848953,2.028270262925695e-10
2.170869231954065,2.005283650912004e-10
2.22092888996634,1.982557599741825e-10
2.272142910168386,1.960089156454895e-10
2.32453791184044,1.937875401566022e-10
2.37814112809615,1.915913448683872e-10
2.432980420037406,1.894200444134377e-10
2.489084291235582,1.87273356659183e-10
2.546481902546706,1.851510026710078e-10
2.60520308726827,1.830527066763859e-10
2.665278366645546,1.809781960286985e-10
2.726738965735475,1.789272011718019e-10
2.789616829636377,1.768994556054052e-10
2.853944640091907,1.748946958499707e-10
2.919755832477902,1.729126614126651e-10
2.987084613180931,1.709530947536177e-10
3.055965977377597,1.690157412522198e-10
3.126435727223822,1.67100349174467e-10
3.198530490463571,1.652066696394993e-10
3.272287739466687,1.63334456588163e-10
3.347745810705742,1.614834667502952e-10
3.424943924682006,1.596534596135824e-10
3.503922206310914,1.578441973921254e-10
3.584721705777611,1.560554449955268e-10
3.667384419873419,1.54286969998269e-10
3.751953313824325,1.525385426098534e-10
3.838472343622819,1.508099356444808e-10
3.926986478874702,1.49100924491987e-10
4.017541726172737,1.474112870882188e-10
4.110185153009286,1.457408038864718e-10
4.20496491224037,1.440892578290405e-10
4.30193026711386,1.424564343185372e-10
4.401131616874816,1.40842121190589e-10
4.502620522961273,1.392461086859366e-10
4.606449735804095,1.37668189423193e-10
4.712673222244832,1.361081583719431e-10
4.821346193585822,1.34565812826321e-10
4.932525134287118,1.33040952378174e-10
5.046267831325163,1.315333788914936e-10
5.162633404228463,1.300428964764958e-10
5.281682335805882,1.28569311464058e-10
5.403476503583515,1.271124323807352e-10
5.528079211966493,1.256720699237118e-10
5.655555225142428,1.242480369364605e-10
5.7859708007436,1.228401483840546e-10
5.919393724285391,1.214482213295284e-10
6.055893344398853,1.200720749097224e-10
6.195540608875736,1.187115303120847e-10
6.338408101544702,1.173664107512765e-10
6.484570079997891,1.160365414462853e-10
6.634102514187457,1.147217495975904e-10
6.787083125912126,1.134218643648737e-10
6.943591429214308,1.121367168446585e-10
7.103708771708749,1.108661400485448e-10
7.267518376864211,1.096099688813298e-10
7.435105387260166,1.083680401196466e-10
7.606556908840965,1.071401923907345e-10
7.781962056190506,1.059262661515883e-10
7.961411998850911,1.047261036679441e-10
8.145000008709319,1.035395489940409e-10
8.332821508477386,1.023664479523438e-10
8.52497412128872,1.012066481133699e-10
8.721557721440014,1.000599987759152e-10
8.922674486302265,9.892635094765236e-11
9.12842894942904,9.780555732543154e-11
9.338928054889408,9.669747227650801e-11
9.554281212853782,9.560195181942963e-11
9.774600356461546,9.451885360524204e-11
10.00000000000004,9.34480368991674e-11
10.23059729842512,9.23893625622862e-11
10.4665121082543,9.134269303340215e-11
10.70786704986399,9.030789231107498e-11
10.95478757122336,8.928482593622765e-11
11.20740201309784,8.827336097444085e-11
11.46584167575626,8.727336599869334e-11
11.73024088721618,8.628471107238368e-11
12.00073707306293,8.530726773245175e-11
12.27747082787874,8.434090897250612e-11
12.5605859883189,8.338550922661225e-11
12.85022970787314,8.244094435267084e-11
13.14655253335087,8.150709161651395e-11
13.44970848313029,8.05838296758339e-11
13.75985512721177,7.967103856446439e-11
14.07715366911733,7.876859967680121e-11
14.40176902967865,7.787639575237943e-11
14.73386993275725,7.699431086060992e-11
15.07362899294129,7.612223038574982e-11
15.42122280526472,7.526004101195962e-11
15.77683203699526,7.440763070867795e-11
16.140641521539,7.356488871596166e-11
16.51284035451047,7.273170553011408e-11
16.89362199201796,7.190797288953609e-11
17.28318435121535,7.109358376057035e-11
17.68172991317265,7.028843232359091e-11
18.08946582811861,6.949241395937947e-11
18.50660402311032,6.870542523530843e-11
18.93336131218553,6.792736389207834e-11
19.36995950905513,6.715812883045005e-11
19.81662554239427,6.639762009796254e-11
20.27359157379204,6.564573887603434e-11
20.74109511842104,6.490238746711109e-11
21.2193791684896,6.416746928199602e-11
21.70869231954073,6.344088882722652e-11
22.20928889966348,6.272255169275063e-11
22.72142910168394,6.20123645396076e-11
23.24537911840449,6.13102350878001e-11
23.78141128096158,6.061607210432856e-11
24.32980420037415,5.992978539135205e-11
24.8908429123559,5.925128577436813e-11
25.46481902546715,5.858048509076132e-11
26.0520308726828,5.791729617824081e-11
26.65278366645556,5.726163286359076e-11
27.26738965735485,5.6613409951409e-11
27.89616829636386,5.597254321306514e-11
28.53944640091917,5.533894937576787e-11
29.19755832477912,5.471254611175977e-11
29.87084613180941,5.409325202751916e-11
30.55965977377608,5.348098665334067e-11
31.26435727223833,5.287567043273151e-11
31.98530490463582,5.227722471214998e-11
32.72287739466699,5.168557173081273e-11
33.47745810705754,5.110063461047471e-11
34.24943924682018,5.052233734557282e-11
35.03922206310926,4.99506047932727e-11
35.84721705777623,4.93853626637161e-11
36.67384419873432,4.882653751038885e-11
37.51953313824338,4.827405672052526e-11
38.38472343622832,4.772784850574744e-11
39.26986478874716,4.718784189268072e-11
40.17541726172751,4.66539667137247e-11
41.101851530093,4.612615359799001e-11
42.04964912240384,4.560433396226005e-11
43.01930267113875,4.508844000201861e-11
44.01131616874832,4.45784046827351e-11
45.02620522961289,4.407416173108683e-11
46.06449735804111,4.357564562636639e-11
47.12673222244849,4.308279159198732e-11
48.2134619358584,4.25955355870338e-11
49.32525134287136,4.211381429794416e-11
50.46267831325181,4.163756513031184e-11
51.62633404228481,4.116672620072174e-11
52.816823358059,4.070123632869622e-11
54.03476503583534,4.024103502878133e-11
55.28079211966514,3.978606250269361e-11
56.55555225142449,3.933625963147754e-11
57.85970800743622,3.889156796790907e-11
59.19393724285413,3.845192972882498e-11
60.55893344398875,3.801728778768936e-11
61.95540608875759,3.758758566710483e-11
63.38408101544725,3.716276753148569e-11
64.84570079997914,3.674277817985064e-11
66.34102514187481,3.632756303856846e-11
67.87083125912152,3.591706815432643e-11
69.43591429214335,3.551124018710273e-11
71.03708771708776,3.511002640321496e-11
72.67518376864238,3.471337466850701e-11
74.35105387260194,3.432123344151847e-11
76.06556908840994,3.393355176682915e-11
77.81962056190535,3.355027926840774e-11
79.61411998850942,3.317136614310865e-11
81.4500000870935,3.279676315413348e-11
83.32821508477417,3.242642162468301e-11
85.24974121288751,3.206029343160552e-11
87.21557721440047,3.169833099915556e-11
89.22674486302299,3.134048729279517e-11
91.28428949429073,3.098671581309478e-11
93.38928054889442,3.063697058966498e-11
95.54281212853817,3.029120617521239e-11
97.74600356461582,2.994937763961385e-11
100.0000000000007,2.961144056407938e-11
102.3059729842516,2.927735103534636e-11
104.6651210825434,2.894706564004296e-11
107.0786704986403,2.862054145897904e-11
109.547875712234,2.829773606159443e-11
112.0740201309788,2.797860750041358e-11
114.658416757563,2.766311430564478e-11
117.3024088721622,2.735121547974371e-11
120.0073707306297,2.70428704920931e-11
122.7747082787878,2.673803927372231e-11
125.6058598831895,2.64366822121536e-11
128.5022970787318,2.613876014615657e-11
131.4655253335092,2.584423436072746e-11
134.4970848313033,2.555306658204675e-11
137.5985512721182,2.526521897245636e-11
140.7715366911738,2.498065412559349e-11
144.017690296787,2.469933506148913e-11
147.338699327573,2.442122522178551e-11
150.7362899294134,2.4146288464941e-11
154.2122280526478,2.387448906156835e-11
157.7683203699531,2.360579168977206e-11
161.4064152153906,2.33401614305493e-11
165.1284035451052,2.307756376323914e-11
168.9362199201801,2.281796456105578e-11
172.8318435121541,2.256133008662722e-11
176.8172991317271,2.230762698761133e-11
180.8946582811867,2.205682229235167e-11
185.0660402311038,2.18088834055865e-11
189.3336131218559,2.156377810422529e-11
193.699595090552,2.132147453312839e-11
198.1662554239434,2.108194120095389e-11
202.7359157379211,2.08451469761115e-11
207.4109511842111,2.061106108262789e-11
212.1937916848968,2.037965309621193e-11
217.086923195408,2.015089294026647e-11
222.0928889966356,1.992475088193895e-11
227.2142910168402,1.970119752830773e-11
232.4537911840457,1.948020382251467e-11
237.8141128096167,1.92617410399817e-11
243.2980420037423,1.904578078467245e-11
248.9084291235599,1.8832294985409e-11
254.6481902546724,1.862125589218459e-11
260.5203087268289,1.841263607256595e-11
266.5278366645565,1.820640840811071e-11
272.6738965735494,1.800254609082678e-11
278.9616829636396,1.780102261968905e-11
285.3944640091926,1.760181179717754e-11
291.9755832477921,1.740488772584904e-11
298.7084613180951,1.721022480497432e-11
305.5965977377618,1.701779772717913e-11
312.6435727223844,1.682758147516582e-11
319.8530490463592,1.663955131842277e-11
327.2287739466709,1.645368281001987e-11
334.7745810705765,1.626995178339121e-11
342.4943924682029,1.60883343491784e-11
350.3922206310938,1.590880689214975e-11
358.4721705777634,1.573134606805438e-11
366.7384419873443,1.555592880061392e-11
375.195331382435,1.53825322784888e-11
383.8472343622844,1.521113395229968e-11
392.6986478874728,1.504171153165897e-11
401.7541726172764,1.487424298229007e-11
411.0185153009313,1.470870652310774e-11
420.4964912240398,1.454508062337999e-11
430.1930267113889,1.438334399991279e-11
440.1131616874846,1.422347561424804e-11
450.2620522961303,1.406545466991173e-11
460.6449735804126,1.390926060969176e-11
471.2673222244864,1.375487311293411e-11
482.1346193585855,1.360227209287303e-11
493.2525134287152,1.345143769399992e-11
504.6267831325197,1.330235028944768e-11
516.2633404228498,1.315499047842509e-11
528.1682335805917,1.300933908364867e-11
540.3476503583552,1.286537714882517e-11
552.8079211966532,1.272308593616006e-11
565.5555225142468,1.258244692388869e-11
578.5970800743642,1.244344180382626e-11
591.9393724285433,1.23060524789705e-11
605.5893344398895,1.217026106109844e-11
619.554060887578,1.203604986840922e-11
633.8408101544746,1.190340142318637e-11
648.4570079997936,1.17722984494971e-11
663.4102514187502,1.164272387089333e-11
678.7083125912174,1.151466080815326e-11
694.3591429214357,1.138809257704863e-11
710.3708771708798,1.126300268612751e-11
726.7518376864261,1.113937483453883e-11
743.5105387260218,1.101719290983806e-11
760.6556908841019,1.089644098587871e-11
778.1962056190559,1.077710332066439e-11
796.1411998850966,1.0659164354264e-11
814.5000008709376,1.054260870674225e-11
833.2821508477444,1.04274211760872e-11
852.497412128878,1.031358673620771e-11
872.1557721440076,1.020109053489123e-11
892.2674486302329,1.008991789183222e-11
912.8428949429106,9.980054296657536e-12
933.8928054889475,9.871485406985729e-12
955.428121285385,9.76419704648376e-12
977.4600356461616,9.658175202972684e-12
1000.000000000011,9.553406026529411e-12
1023.05972984252,9.449875827617882e-12
1046.651210825438,9.347571075236711e-12
1070.786704986407,9.246478395096821e-12
1095.478757122344,9.146584567786834e-12
1120.740201309792,9.047876526996652e-12
1146.584167575635,8.950341357733742e-12
1173.024088721626,8.853966294540313e-12
1200.073707306302,8.758738719796159e-12
1227.747082787883,8.664646161937099e-12
1256.0585988319,8.571676293792716e-12
1285.022970787323,8.479816930861119e-12
1314.655253335097,8.389056029640498e-12
1344.970848313039,8.299381685975497e-12
1375.985512721187,8.210782133399528e-12
1407.715366911743,8.123245741512986e-12
1440.176902967876,8.0367610143656e-12
1473.386993275736,7.951316588852491e-12
1507.36289929414,7.866901233134311e-12
1542.122280526484,7.783503845060237e-12
1577.683203699538,7.701113450618349e-12
1614.064152153913,7.619719202386052e-12
1651.284035451059,7.539310377999329e-12
1689.362199201808,7.459876378649944e-12
1728.318435121548,7.381406727565468e-12
1768.172991317278,7.303891068531982e-12
1808.946582811875,7.227319164413377e-12
1850.660402311046,7.151680895689406e-12
1893.336131218567,7.076966258999302e-12
1936.995950905528,7.003165365713037e-12
1981.662554239442,6.930268440487972e-12
2027.359157379219,6.858265819871677e-12
2074.10951184212,6.787147950882001e-12
2121.937916848977,6.71690538962906e-12
2170.86923195409,6.647528799921677e-12
2220.928889966365,6.579008951905294e-12
2272.142910168412,6.51133672069854e-12
2324.537911840467,6.444503085052373e-12
2378.141128096177,6.378499126002306e-12
2432.980420037434,6.313316025548663e-12
2489.08429123561,6.248945065329447e-12
2546.481902546735,6.185377625332779e-12
2605.2030872683,6.122605182582253e-12
2665.278366645577,6.060619309851133e-12
2726.738965735506,5.999411674396013e-12
2789.616829636408,5.93897403668257e-12
2853.944640091939,5.879298249121607e-12
2919.755832477935,5.820376254836004e-12
2987.084613180965,5.762200086403241e-12
3055.965977377632,5.704761864636296e-12
3126.435727223858,5.648053797363539e-12
3198.530490463607,5.592068178209539e-12
3272.287739466724,5.536797385396482e-12
3347.74581070578,5.482233880547307e-12
3424.943924682045,5.428370207512489e-12
3503.922206310954,5.375198991171308e-12
3584.721705777652,5.322712936287651e-12
3667.384419873461,5.270904826338476e-12
3751.953313824368,5.219767522367302e-12
3838.472343622863,5.16929396184258e-12
3926.986478874747,5.119477157532061e-12
4017.541726172783,5.070310196368072e-12
4110.185153009333,5.021786238345478e-12
4204.964912240418,4.973898515408003e-12
4301.93026711391,4.926640330358719e-12
4401.131616874868,4.880005055768257e-12
4502.620522961325,4.833986132896725e-12
4606.449735804148,4.788577070631835e-12
4712.673222244887,4.74377144442224e-12
4821.346193585879,4.699562895232552e-12
4932.525134287176,4.655945128499271e-12
5046.267831325222,4.612911913103744e-12
5162.633404228523,4.570457080350168e-12
5281.682335805944,4.528574522956659e-12
5403.476503583578,4.487258194052059e-12
5528.079211966558,4.446502106188038e-12
5655.555225142495,4.406300330358671e-12
5785.970800743669,4.36664699503217e-12
5919.393724285462,4.327536285190909e-12
6055.893344398925,4.288962441387809e-12
6195.54060887581,4.250919758809049e-12
6338.408101544777,4.213402586349893e-12
6484.570079997968,4.176405325703667e-12
6634.102514187535,4.139922430457823e-12
6787.083125912207,4.103948405214016e-12
6943.591429214391,4.068477804702601e-12
7103.708771708833,4.033505232926265e-12
7267.518376864296,3.999025342310102e-12
7435.105387260253,3.965032832863663e-12
7606.556908841055,3.931522451357245e-12
7781.962056190597,3.898488990512937e-12
7961.411998851005,3.865927288217035e-12
8145.000008709415,3.83383222672453e-12
8332.821508477484,3.802198731906366e-12
8524.97412128882,3.771021772493622e-12
8721.557721440118,3.740296359339814e-12
8922.674486302372,3.710017544702367e-12
9128.42894942915,3.680180421538184e-12
9338.92805488952,3.650780122814227e-12
9554.281212853897,3.621811820831596e-12
9774.600356461664,3.593270726575328e-12
10000.00000000016,3.565152089068578e-12
10230.59729842525,3.53745119475299e-12
10466.51210825443,3.510163366882365e-12
10707.86704986412,3.483283964934676e-12
10954.78757122349,3.456808384040151e-12
11207.40201309798,3.430732054426043e-12
11465.8416757564,3.405050440885665e-12
11730.24088721632,3.379759042256713e-12
12000.73707306308,3.35485339092332e-12
12277.47082787889,3.33032905233353e-12
12560.58598831906,3.306181624537757e-12
12850.22970787329,3.282406737742969e-12
13146.55253335103,3.259000053887411e-12
13449.70848313045,3.23595726622814e-12
13759.85512721193,3.213274098958723e-12
14077.1536691175,3.190946306833373e-12
14401.76902967883,3.168969674813238e-12
14733.86993275743,3.147340017735726e-12
15073.62899294147,3.126053179995972e-12
15421.22280526491,3.105105035248604e-12
15776.83203699545,3.08449148612947e-12
16140.6415215392,3.064208463991197e-12
16512.84035451067,3.044251928660343e-12
16893.62199201816,3.024617868207974e-12
17283.18435121556,3.005302298744739e-12
17681.72991317287,2.986301264220723e-12
18089.46582811883,2.96761083625606e-12
18506.60402311055,2.949227113974952e-12
18933.36131218576,2.931146223867662e-12
19369.95950905537,2.913364319657085e-12
19816.62554239451,2.895877582188684e-12
20273.59157379229,2.878682219333754e-12
20741.0951184213,2.8617744659011e-12
21219.37916848987,2.845150583571024e-12
21708.692319541,2.828806860839748e-12
22209.28889966376,2.812739612974922e-12
22721.42910168423,2.796945181984157e-12
23245.37911840478,2.781419936600068e-12
23781.41128096188,2.766160272270018e-12
24329.80420037445,2.751162611162999e-12
24890.84291235621,2.73642340218183e-12
25464.81902546747,2.721939120989485e-12
26052.03087268312,2.707706270040093e-12
26652.78366645589,2.69372137862441e-12
27267.38965735518,2.67998100291729e-12
27896.16829636421,2.666481726036416e-12
28539.44640091952,2.653220158106471e-12
29197.55832477947,2.640192936329425e-12
29870.84613180978,2.627396725062237e-12
30559.65977377645,2.614828215895148e-12
31264.35727223871,2.602484127739007e-12
31985.30490463621,2.590361206914167e-12
32722.87739466738,2.578456227240965e-12
33477.45810705794,2.566765990136613e-12
34249.4392468206,2.55528732471026e-12
35039.22206310969,2.544017087859779e-12
35847.21705777667,2.532952164372561e-12
36673.84419873476,2.522089467020963e-12
37519.53313824384,2.511425936662872e-12
38384.72343622879,2.500958542336322e-12
39269.86478874764,2.490684281356369e-12
40175.417261728,2.480600179408928e-12
41101.8515300935,2.47070329063855e-12
42049.64912240436,2.460990697739844e-12
43019.30267113928,2.451459512037675e-12
44011.31616874886,2.442106873570872e-12
45026.20522961344,2.432929951164794e-12
46064.49735804168,2.423925942504498e-12
47126.73222244907,2.415092074198813e-12
48213.46193585899,2.406425601839795e-12
49325.25134287197,2.397923810058662e-12
50462.67831325243,2.389584012572362e-12
51626.33404228545,2.381403552224022e-12
52816.82335805965,2.373379801018314e-12
54034.765035836,2.365510160147878e-12
55280.79211966581,2.357792060014165e-12
56555.55225142519,2.350222960236782e-12
57859.70800743693,2.34280034966155e-12
59193.93724285486,2.335521746354193e-12
60558.9334439895,2.328384697589988e-12
61955.40608875836,2.321386779832754e-12
63384.08101544804,2.314525598707822e-12
64845.70079997995,2.30779878896418e-12
66341.02514187564,2.301204014429158e-12
67870.83125912237,2.294738967957066e-12
69435.91429214421,2.288401371363378e-12
71037.08771708864,2.282188975356465e-12
72675.18376864328,2.276099559456699e-12
74351.05387260286,2.270130931909573e-12
76065.56908841089,2.264280929588662e-12
77819.62056190633,2.258547417889942e-12
79614.11998851041,2.25292829062139e-12
81450.00008709452,2.247421469878335e-12
83328.21508477522,2.242024905915646e-12
85249.74121288859,2.236736577010378e-12
87215.57721440158,2.23155448931575e-12
89226.74486302413,2.226476676708629e-12
91284.28949429191,2.221501200628644e-12
93389.28054889562,2.216626149910493e-12
95542.8121285394,2.211849640608831e-12
97746.00356461707,2.207169815817476e-12
